# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	83838	84536	+							SPD_RS00435	699		old_locus_tag=SPD_0081
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	83838	84536	+	WP_000520642.1	WP_000520642.1		response regulator transcription factor			SPD_RS00435	699	232	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	84533	85585	+							SPD_RS00440	1053		old_locus_tag=SPD_0082
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	84533	85585	+	WP_000769768.1	WP_000769768.1		HAMP domain-containing sensor histidine kinase			SPD_RS00440	1053	350	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	85780	86391	+					rpsD		SPD_RS00445	612		old_locus_tag=SPD_0083
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	85780	86391	+	WP_000092756.1	WP_000092756.1		30S ribosomal protein S4	rpsD		SPD_RS00445	612	203	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	86577	86732	+							SPD_RS00450	156		partial;pseudo;old_locus_tag=SPD_0084
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	86577	86732	+				IS630 transposase-related protein			SPD_RS00450	156		partial;pseudo
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	86836	86973	-							SPD_RS00455	138		partial;pseudo;old_locus_tag=SPD_0085
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	86836	86973	-				IS630 family transposase			SPD_RS00455	138		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	87053	87313	+							SPD_RS00460	261		old_locus_tag=SPD_0086
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	87053	87313	+	WP_000148260.1	WP_000148260.1		hypothetical protein			SPD_RS00460	261	86	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	87267	87488	+							SPD_RS00465	222		old_locus_tag=SPD_0087
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	87267	87488	+	WP_001809441.1	WP_001809441.1		hypothetical protein			SPD_RS00465	222	73	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	87807	88736	+							SPD_RS00470	930		old_locus_tag=SPD_0088
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	87807	88736	+	WP_000714582.1	WP_000714582.1		ABC transporter permease			SPD_RS00470	930	309	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	88750	89673	+							SPD_RS00475	924		old_locus_tag=SPD_0089
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	88750	89673	+	WP_001075102.1	WP_001075102.1		carbohydrate ABC transporter permease			SPD_RS00475	924	307	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	89931	91406	+							SPD_RS00485	1476		old_locus_tag=SPD_0090
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	89931	91406	+	WP_000800407.1	WP_000800407.1		ABC transporter substrate-binding protein			SPD_RS00485	1476	491	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	91678	92664	+							SPD_RS00490	987		old_locus_tag=SPD_0091
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	91678	92664	+	WP_001030031.1	WP_001030031.1		rhodanese-related sulfurtransferase			SPD_RS00490	987	328	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	92786	93646	+							SPD_RS00495	861		old_locus_tag=SPD_0092
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	92786	93646	+	WP_001140349.1	WP_001140349.1		DUF4299 family protein			SPD_RS00495	861	286	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	93718	94782	-							SPD_RS00500	1065		old_locus_tag=SPD_0093
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	93718	94782	-	WP_000808449.1	WP_000808449.1		DUF6574 domain-containing protein			SPD_RS00500	1065	354	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	94845	95756	-							SPD_RS00505	912		old_locus_tag=SPD_0094
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	94845	95756	-	WP_001233696.1	WP_001233696.1		DUF4097 domain-containing protein			SPD_RS00505	912	303	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	95749	96342	-							SPD_RS00510	594		old_locus_tag=SPD_0095
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	95749	96342	-	WP_000198679.1	WP_000198679.1		DUF1700 domain-containing protein			SPD_RS00510	594	197	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	96329	96655	-							SPD_RS00515	327		old_locus_tag=SPD_0096
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	96329	96655	-	WP_000273864.1	WP_000273864.1		PadR family transcriptional regulator			SPD_RS00515	327	108	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	96794	97960	-							SPD_RS00520	1167		old_locus_tag=SPD_0097
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	96794	97960	-	WP_000744894.1	WP_000744894.1		CynX/NimT family MFS transporter			SPD_RS00520	1167	388	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	98018	99175	+							SPD_RS00525	1158		old_locus_tag=SPD_0098
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	98018	99175	+	WP_000096185.1	WP_000096185.1		glycosyltransferase family 2 protein			SPD_RS00525	1158	385	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	99217	101067	+							SPD_RS00530	1851		old_locus_tag=SPD_0099
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	99217	101067	+	WP_001035701.1	WP_001035701.1		polysaccharide biosynthesis protein			SPD_RS00530	1851	616	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	101153	101413	-							SPD_RS11435	261		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	101153	101413	-	WP_000693195.1	WP_000693195.1		hypothetical protein			SPD_RS11435	261	86	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	101463	102095	-							SPD_RS00540	633		old_locus_tag=SPD_0101
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	101463	102095	-	WP_000200897.1	WP_000200897.1		HAD family hydrolase			SPD_RS00540	633	210	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	102117	102989	-					sdaAA		SPD_RS00545	873		old_locus_tag=SPD_0102
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	102117	102989	-	WP_000500038.1	WP_000500038.1		L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha	sdaAA		SPD_RS00545	873	290	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	102998	103669	-					sdaAB		SPD_RS00550	672		old_locus_tag=SPD_0103
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	102998	103669	-	WP_000838912.1	WP_000838912.1		L-serine ammonia-lyase, iron-sulfur-dependent subunit beta	sdaAB		SPD_RS00550	672	223	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	103911	104414	+							SPD_RS00555	504		old_locus_tag=SPD_0104
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	103911	104414	+	WP_000836441.1	WP_000836441.1		LysM peptidoglycan-binding domain-containing protein			SPD_RS00555	504	167	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	104466	104791	-							SPD_RS00560	326		partial;pseudo;old_locus_tag=SPD_0105
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	104466	104791	-				DNA-binding protein			SPD_RS00560	326		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	105242	105490	+							SPD_RS00565	249		old_locus_tag=SPD_0106
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	105242	105490	+	WP_000227119.1	WP_000227119.1		lactococcin 972 family bacteriocin			SPD_RS00565	249	82	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	105545	107653	+							SPD_RS00570	2109		old_locus_tag=SPD_0107
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	105545	107653	+	WP_000723959.1	WP_000723959.1		bacteriocin-associated integral membrane family protein			SPD_RS00570	2109	702	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	107650	108291	+							SPD_RS00575	642		old_locus_tag=SPD_0108
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	107650	108291	+	WP_000571330.1	WP_000571330.1		ABC transporter ATP-binding protein			SPD_RS00575	642	213	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	108497	109303	+							SPD_RS00580	807		old_locus_tag=SPD_0109
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	108497	109303	+	WP_001038474.1	WP_001038474.1		ABC transporter substrate-binding protein			SPD_RS00580	807	268	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	109320	110516	+							SPD_RS00585	1197		old_locus_tag=SPD_0110
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	109320	110516	+	WP_001814401.1	WP_001814401.1		argininosuccinate synthase			SPD_RS00585	1197	398	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	110545	111936	+					argH		SPD_RS00590	1392		old_locus_tag=SPD_0111
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	110545	111936	+	WP_001107614.1	WP_001107614.1		argininosuccinate lyase	argH		SPD_RS00590	1392	463	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	112225	113088	-							SPD_RS00595	864		old_locus_tag=SPD_0112
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	112225	113088	-	WP_001268172.1	WP_001268172.1		helix-turn-helix domain-containing protein			SPD_RS00595	864	287	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	113554	115773	+							SPD_RS11960	2220		pseudo;old_locus_tag=SPD_0113
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	113554	115773	+				peptidase domain-containing ABC transporter			SPD_RS11960	2220		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	115766	116233	+							SPD_RS00610	468		old_locus_tag=SPD_0114
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	115766	116233	+	WP_001096142.1	WP_001096142.1		GyrI-like domain-containing protein			SPD_RS00610	468	155	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	116230	117582	+							SPD_RS00615	1353		old_locus_tag=SPD_0115
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	116230	117582	+	WP_000781030.1	WP_000781030.1		HlyD family efflux transporter periplasmic adaptor subunit			SPD_RS00615	1353	450	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	117728	118108	+							SPD_RS00620	381		old_locus_tag=SPD_0116
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	117728	118108	+	WP_000424424.1	WP_000424424.1		SP_0115 family bacteriocin-like peptide			SPD_RS00620	381	126	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	118110	118316	+							SPD_RS11450	207		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	118110	118316	+	WP_014632394.1	WP_014632394.1		hypothetical protein			SPD_RS11450	207	68	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	118611	118937	-							SPD_RS00630	327		partial;pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	118611	118937	-				DNA-binding protein			SPD_RS00630	327		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	119688	120059	+							SPD_RS00635	372		old_locus_tag=SPD_0117
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	119688	120059	+	WP_000424429.1	WP_000424429.1		SPH_0218 family bacteriocin-like peptide			SPD_RS00635	372	123	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	120067	120279	+							SPD_RS00640	213		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	120067	120279	+	WP_000909533.1	WP_000909533.1		hypothetical protein			SPD_RS00640	213	70	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	120653	120778	+							SPD_RS11830	126		old_locus_tag=SPD_0118
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	120653	120778	+	WP_000201419.1	WP_000201419.1		hypothetical protein			SPD_RS11830	126	41	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	121084	122142	+							SPD_RS00645	1059		old_locus_tag=SPD_0119
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	121084	122142	+	WP_001812342.1	WP_001812342.1		hypothetical protein			SPD_RS00645	1059	352	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	122456	123433	+							SPD_RS00650	978		old_locus_tag=SPD_0120
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	122456	123433	+	WP_000792249.1	WP_000792249.1		hypothetical protein			SPD_RS00650	978	325	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	123810	124184	+							SPD_RS00655	375		old_locus_tag=SPD_0121
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	123810	124184	+	WP_000424414.1	WP_000424414.1		SPH_0224 family bacteriocin-like peptide			SPD_RS00655	375	124	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	124191	124373	+							SPD_RS11455	183		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	124191	124373	+	WP_000511668.1	WP_000511668.1		hypothetical protein			SPD_RS11455	183	60	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	124392	125294	+							SPD_RS00665	903		old_locus_tag=SPD_0122
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	124392	125294	+	WP_000619760.1	WP_000619760.1		hypothetical protein			SPD_RS00665	903	300	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	125350	125703	+							SPD_RS00670	354		old_locus_tag=SPD_0123
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	125350	125703	+	WP_000424442.1	WP_000424442.1		hypothetical protein			SPD_RS00670	354	117	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	125700	126428	+							SPD_RS00675	729		old_locus_tag=SPD_0124
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	125700	126428	+	WP_000072891.1	WP_000072891.1		hypothetical protein			SPD_RS00675	729	242	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	126907	127104	+							SPD_RS11460	198		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	126907	127104	+	WP_000680086.1	WP_000680086.1		hypothetical protein			SPD_RS11460	198	65	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	127563	127802	+							SPD_RS00685	240		old_locus_tag=SPD_0125
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	127563	127802	+	WP_000770317.1	WP_000770317.1		hypothetical protein			SPD_RS00685	240	79	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	127787	128065	+							SPD_RS00690	279		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	127787	128065	+	WP_001819759.1	WP_001819759.1		hypothetical protein			SPD_RS00690	279	92	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	128371	130215	+					pspA		SPD_RS00695	1845		old_locus_tag=SPD_0126
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	128371	130215	+	WP_373868821.1	WP_373868821.1		pneumococcal surface protein A	pspA		SPD_RS00695	1845	614	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	130616	131737	+					mnmA		SPD_RS00700	1122		old_locus_tag=SPD_0127
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	130616	131737	+	WP_001282986.1	WP_001282986.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		SPD_RS00700	1122	373	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	131878	132333	+							SPD_RS00705	456		old_locus_tag=SPD_0128
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	131878	132333	+	WP_000193624.1	WP_000193624.1		NUDIX hydrolase			SPD_RS00705	456	151	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	132343	134256	+					mnmG		SPD_RS00710	1914		old_locus_tag=SPD_0129
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	132343	134256	+	WP_000639151.1	WP_000639151.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		SPD_RS00710	1914	637	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	134636	136315	-					rnjA		SPD_RS00715	1680		old_locus_tag=SPD_0130
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	134636	136315	-	WP_000331983.1	WP_000331983.1		ribonuclease J1	rnjA		SPD_RS00715	1680	559	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	136317	136550	-							SPD_RS00720	234		old_locus_tag=SPD_0131
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	136317	136550	-	WP_000639589.1	WP_000639589.1		DNA-dependent RNA polymerase subunit epsilon			SPD_RS00720	234	77	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	136830	137045	+							SPD_RS11465	216		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	136830	137045	+				hypothetical protein			SPD_RS11465	216		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	137368	137520	-					cibB		SPD_RS00735	153		old_locus_tag=SPD_0132
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	137368	137520	-	WP_000977347.1	WP_000977347.1		fratricide two-peptide bacteriocin subunit CibB	cibB		SPD_RS00735	153	50	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	137522	137707	-					cibA		SPD_RS00740	186		old_locus_tag=SPD_0133
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	137522	137707	-	WP_000180803.1	WP_000180803.1		fratricide two-peptide bacteriocin subunit CibA	cibA		SPD_RS00740	186	61	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	137885	138568	+					tsaB		SPD_RS00745	684		old_locus_tag=SPD_0134
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	137885	138568	+	WP_000865694.1	WP_000865694.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB		SPD_RS00745	684	227	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	138565	139002	+					rimI		SPD_RS00750	438		old_locus_tag=SPD_0135
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	138565	139002	+	WP_000569840.1	WP_000569840.1		ribosomal protein S18-alanine N-acetyltransferase	rimI		SPD_RS00750	438	145	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	138992	140002	+					tsaD		SPD_RS00755	1011		old_locus_tag=SPD_0136
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	138992	140002	+	WP_000655051.1	WP_000655051.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		SPD_RS00755	1011	336	
